id,query,tokens_regular,tokens_lemmatized
NG53_Implementation: getting started: Challenges for implementation - Part 3,How can healthcare practitioners effectively co-produce and review personalized care plans to support seamless transitions for people with mental health conditions?,"['healthcare', 'practitioners', 'effectively', 'coproduce', 'review', 'personalized', 'care', 'plans', 'support', 'seamless', 'transitions', 'people', 'mental', 'health', 'conditions']","['healthcare', 'practitioner', 'effectively', 'coproduce', 'review', 'personalized', 'care', 'plan', 'support', 'seamless', 'transition', 'people', 'mental', 'health', 'condition']"
NG53_Recommendations for research: 1 Care and support for people with dementia,What interventions support people with dementia during transition from inpatient mental health settings to community or care homes?,"['interventions', 'support', 'people', 'dementia', 'transition', 'inpatient', 'mental', 'health', 'settings', 'community', 'care', 'homes']","['intervention', 'support', 'people', 'dementia', 'transition', 'inpatient', 'mental', 'health', 'setting', 'community', 'care', 'home']"
NG53_Recommendations for research: 2 People with complex needs other than dementia,What are effective interventions to support people with complex mental and physical health needs during transition from inpatient mental health settings to community or care homes?,"['effective', 'interventions', 'support', 'people', 'complex', 'mental', 'physical', 'health', 'needs', 'transition', 'inpatient', 'mental', 'health', 'settings', 'community', 'care', 'homes']","['effective', 'intervention', 'support', 'people', 'complex', 'mental', 'physical', 'health', 'need', 'transition', 'inpatient', 'mental', 'health', 'setting', 'community', 'care', 'home']"
NG53_Recommendations for research: 3 Children and young people in transition between settings,What interventions support children and young people during transition from inpatient mental health settings to community or care home settings?,"['interventions', 'support', 'children', 'young', 'people', 'transition', 'inpatient', 'mental', 'health', 'settings', 'community', 'care', 'home', 'settings']","['intervention', 'support', 'child', 'young', 'people', 'transition', 'inpatient', 'mental', 'health', 'setting', 'community', 'care', 'home', 'setting']"
NG53_Context - Part 1,What are the best practices for ensuring effective transition from inpatient mental health services to community care?,"['best', 'practices', 'ensuring', 'effective', 'transition', 'inpatient', 'mental', 'health', 'services', 'community', 'care']","['best', 'practice', 'ensuring', 'effective', 'transition', 'inpatient', 'mental', 'health', 'service', 'community', 'care']"
NG53_Context - Part 2,What are best practices for discharge planning and transition management in mental health inpatient care?,"['best', 'practices', 'discharge', 'planning', 'transition', 'management', 'mental', 'health', 'inpatient', 'care']","['best', 'practice', 'discharge', 'planning', 'transition', 'management', 'mental', 'health', 'inpatient', 'care']"
"NG54_Mental health problems in people with learning disabilities: prevention, assessment and management & Overview & Recommendations: 1.1 Using this guideline with other NICE guidelines",What are the recommended approaches for preventing and managing mental health problems in people with learning disabilities?,"['recommended', 'approaches', 'preventing', 'managing', 'mental', 'health', 'problems', 'people', 'learning', 'disabilities']","['recommended', 'approach', 'preventing', 'managing', 'mental', 'health', 'problem', 'people', 'learning', 'disability']"
NG54_Recommendations: 1.2 Organisation and delivery of care and support - Part 1,What are the key components of effective care organization for people with learning disabilities and mental health problems according to NICE guidelines?,"['key', 'components', 'effective', 'care', 'organization', 'people', 'learning', 'disabilities', 'mental', 'health', 'problems', 'according', 'nice', 'guidelines']","['key', 'component', 'effective', 'care', 'organization', 'people', 'learning', 'disability', 'mental', 'health', 'problem', 'according', 'nice', 'guideline']"
NG54_Recommendations: 1.2 Organisation and delivery of care and support - Part 2,What are the recommended approaches for inpatient mental health treatment for people with learning disabilities?,"['recommended', 'approaches', 'inpatient', 'mental', 'health', 'treatment', 'people', 'learning', 'disabilities']","['recommended', 'approach', 'inpatient', 'mental', 'health', 'treatment', 'people', 'learning', 'disability']"
NG54_Recommendations: 1.3 Support and interventions for family members and carers & Recommendations: 1.4 Social and physical environment interventions,What support and interventions are recommended for family members and carers of people with learning disabilities and mental health problems?,"['support', 'interventions', 'recommended', 'family', 'members', 'carers', 'people', 'learning', 'disabilities', 'mental', 'health', 'problems']","['support', 'intervention', 'recommended', 'family', 'member', 'carers', 'people', 'learning', 'disability', 'mental', 'health', 'problem']"
NG54_Recommendations: 1.5 Annual health check,What should be included in an annual health check for adults with learning disabilities?,"['included', 'annual', 'health', 'check', 'adults', 'learning', 'disabilities']","['included', 'annual', 'health', 'check', 'adult', 'learning', 'disability']"
NG54_Recommendations: 1.6 Identification and referral,How should staff identify and refer mental health problems in people with learning disabilities?,"['staff', 'identify', 'refer', 'mental', 'health', 'problems', 'people', 'learning', 'disabilities']","['staff', 'identify', 'refer', 'mental', 'health', 'problem', 'people', 'learning', 'disability']"
NG54_Recommendations: 1.7 Assessment - Part 1,How should a mental health assessment be conducted for people with learning disabilities?,"['mental', 'health', 'assessment', 'conducted', 'people', 'learning', 'disabilities']","['mental', 'health', 'assessment', 'conducted', 'people', 'learning', 'disability']"
NG54_Recommendations: 1.7 Assessment - Part 2,What are the recommended methods for conducting mental health assessments and risk evaluations in people with learning disabilities?,"['recommended', 'methods', 'conducting', 'mental', 'health', 'assessments', 'risk', 'evaluations', 'people', 'learning', 'disabilities']","['recommended', 'method', 'conducting', 'mental', 'health', 'assessment', 'risk', 'evaluation', 'people', 'learning', 'disability']"
NG54_Recommendations: 1.7 Assessment - Part 3,How should risk assessments and management plans be conducted and reviewed for people with learning disabilities and mental health problems?,"['risk', 'assessments', 'management', 'plans', 'conducted', 'reviewed', 'people', 'learning', 'disabilities', 'mental', 'health', 'problems']","['risk', 'assessment', 'management', 'plan', 'conducted', 'reviewed', 'people', 'learning', 'disability', 'mental', 'health', 'problem']"
NG54_Recommendations: 1.8 Psychological interventions - Part 1,What are the recommended principles for delivering psychological interventions to people with learning disabilities?,"['recommended', 'principles', 'delivering', 'psychological', 'interventions', 'people', 'learning', 'disabilities']","['recommended', 'principle', 'delivering', 'psychological', 'intervention', 'people', 'learning', 'disability']"
NG54_Recommendations: 1.8 Psychological interventions - Part 2,What are effective psychological interventions for managing depression and anxiety in people with learning disabilities?,"['effective', 'psychological', 'interventions', 'managing', 'depression', 'anxiety', 'people', 'learning', 'disabilities']","['effective', 'psychological', 'intervention', 'managing', 'depression', 'anxiety', 'people', 'learning', 'disability']"
NG54_Recommendations: 1.9 Pharmacological interventions - Part 1,What are the NICE recommendations for prescribing medication for mental health problems in people with learning disabilities?,"['nice', 'recommendations', 'prescribing', 'medication', 'mental', 'health', 'problems', 'people', 'learning', 'disabilities']","['nice', 'recommendation', 'prescribing', 'medication', 'mental', 'health', 'problem', 'people', 'learning', 'disability']"
NG54_Recommendations: 1.9 Pharmacological interventions - Part 2,How should clinicians monitor and review the benefits and side effects of mental health medications?,"['clinicians', 'monitor', 'review', 'benefits', 'side', 'effects', 'mental', 'health', 'medications']","['clinician', 'monitor', 'review', 'benefit', 'side', 'effect', 'mental', 'health', 'medication']"
NG54_Recommendations: 1.10 Occupational interventions,What are recommended occupational interventions to support adults with learning disabilities in accessing community activities and employment?,"['recommended', 'occupational', 'interventions', 'support', 'adults', 'learning', 'disabilities', 'accessing', 'community', 'activities', 'employment']","['recommended', 'occupational', 'intervention', 'support', 'adult', 'learning', 'disability', 'accessing', 'community', 'activity', 'employment']"
NG54_Recommendations: Terms used in this guideline - Part 1,What are the roles and responsibilities of key workers in supporting people with learning disabilities?,"['roles', 'responsibilities', 'key', 'workers', 'supporting', 'people', 'learning', 'disabilities']","['role', 'responsibility', 'key', 'worker', 'supporting', 'people', 'learning', 'disability']"
NG54_Recommendations: Terms used in this guideline - Part 2,What support is recommended for people with learning disabilities to live independently and manage daily activities?,"['support', 'recommended', 'people', 'learning', 'disabilities', 'live', 'independently', 'manage', 'daily', 'activities']","['support', 'recommended', 'people', 'learning', 'disability', 'live', 'independently', 'manage', 'daily', 'activity']"
NG54_Recommendations for research: Key recommendations for research - Part 1,What are effective psychological interventions for internalising disorders in children and young people with learning disabilities?,"['effective', 'psychological', 'interventions', 'internalising', 'disorders', 'children', 'young', 'people', 'learning', 'disabilities']","['effective', 'psychological', 'intervention', 'internalising', 'disorder', 'child', 'young', 'people', 'learning', 'disability']"
NG54_Recommendations for research: Key recommendations for research - Part 2,What is the clinical and cost effectiveness of psychological and pharmacological interventions for depression and anxiety disorders in adults with learning disabilities?,"['clinical', 'cost', 'effectiveness', 'psychological', 'pharmacological', 'interventions', 'depression', 'anxiety', 'disorders', 'adults', 'learning', 'disabilities']","['clinical', 'cost', 'effectiveness', 'psychological', 'pharmacological', 'intervention', 'depression', 'anxiety', 'disorder', 'adult', 'learning', 'disability']"
NG54_Recommendations for research: Key recommendations for research - Part 3,What are the most effective pharmacological and psychosocial interventions for anxiety and mental health problems in people with learning disabilities and autism?,"['effective', 'pharmacological', 'psychosocial', 'interventions', 'anxiety', 'mental', 'health', 'problems', 'people', 'learning', 'disabilities', 'autism']","['effective', 'pharmacological', 'psychosocial', 'intervention', 'anxiety', 'mental', 'health', 'problem', 'people', 'learning', 'disability', 'autism']"
NG54_Recommendations for research: Other recommendations for research,What are the experiences of people with learning disabilities and mental health problems in mental health services and how do these experiences impact clinical outcomes?,"['experiences', 'people', 'learning', 'disabilities', 'mental', 'health', 'problems', 'mental', 'health', 'services', 'experiences', 'impact', 'clinical', 'outcomes']","['experience', 'people', 'learning', 'disability', 'mental', 'health', 'problem', 'mental', 'health', 'service', 'experience', 'impact', 'clinical', 'outcome']"
