id,source,query
NG246_Medicines and surgery: 1.18 Surgical interventions - Part 3,NG246,"What information should be provided to patients after bariatric surgery regarding diet, nutritional monitoring, and long-term support?"
NG246_Medicines and surgery: 1.18 Surgical interventions - Part 4,NG246,What are the recommended follow-up care procedures after bariatric surgery?
NG246_Medicines and surgery: 1.18 Surgical interventions - Part 5 & Digital technologies for delivering multidisciplinary weight-management services to adults,NG246,What are the recommended components of a multidisciplinary team for paediatric bariatric surgery?
NG246_Planning and delivering overweight and obesity services and interventions: 1.19 Planning and commissioning services and interventions for all ages - Part 1,NG246,What are the recommended components of effective overweight and obesity management interventions?
NG246_Planning and delivering overweight and obesity services and interventions: 1.19 Planning and commissioning services and interventions for all ages - Part 2,NG246,What are the recommended strategies for developing sustainable weight management interventions for adults?
NG246_Planning and delivering overweight and obesity services and interventions: 1.19 Planning and commissioning services and interventions for all ages - Part 3,NG246,How can local businesses support obesity prevention and promote healthy lifestyles?
NG246_Planning and delivering overweight and obesity services and interventions: 1.19 Planning and commissioning services and interventions for all ages - Part 4,NG246,What equipment and facilities are recommended for weighing and monitoring people with severe obesity in healthcare settings?
NG246_Planning and delivering overweight and obesity services and interventions: 1.19 Planning and commissioning services and interventions for all ages - Part 5,NG246,What strategies can be used to raise awareness of overweight and obesity management interventions among health and social care professionals and the general public?
NG246_Planning and delivering overweight and obesity services and interventions: 1.19 Planning and commissioning services and interventions for all ages - Part 6,NG246,What are the recommended strategies for monitoring and evaluating the effectiveness of overweight and obesity management interventions?
NG246_Planning and delivering overweight and obesity services and interventions: 1.20 Planning and commissioning interventions for children and young people - Part 1,NG246,What are the recommended components and team members involved in planning and delivering obesity interventions for children and young people?
NG246_Planning and delivering overweight and obesity services and interventions: 1.20 Planning and commissioning interventions for children and young people - Part 2,NG246,What are the recommended practices for measuring and recording BMI in children and young people undergoing weight management interventions?
NG246_Monitoring and evaluating services and interventions: 1.21 Data to collect & Monitoring and evaluating services and interventions: 1.22 Sharing and using the results,NG246,What outcomes should be measured to evaluate the effectiveness of obesity prevention interventions?
NG246_Monitoring and evaluating services and interventions: 1.23 Additional principles on monitoring provision for children and young people,NG246,What are the recommended monitoring practices for children's and young people's interventions according to NICE guidelines?
NG246_Terms used in this guideline - Part 1,NG246,What are effective behavioral interventions for managing overweight and obesity in adults?
NG246_Terms used in this guideline - Part 2,NG246,What are the different levels of overweight and obesity management services available?
NG246_Recommendations for research: Key recommendations for research - Part 1,NG246,What are effective and acceptable methods for identifying overweight and obesity in people from ethnic minority backgrounds?
NG246_Recommendations for research: Key recommendations for research - Part 2,NG246,What is the effectiveness and cost effectiveness of bariatric surgery for weight loss and treatment outcomes in people unable to receive other treatments or from ethnic minority backgrounds?
NG246_Recommendations for research: Key recommendations for research - Part 3,NG246,What are the most appropriate anthropometric measurements and cutoff values for assessing health risks related to overweight and obesity in adults from diverse ethnic backgrounds?
NG246_Recommendations for research: Other recommendations for research - Part 1,NG246,"What is the effectiveness of psychological therapies in reducing weight stigma in children, young people, and adults?"
NG246_Recommendations for research: Other recommendations for research - Part 2,NG246,What is the effectiveness of behavioural interventions with long-term support for weight management in children and young people?
NG246_Recommendations for research: Other recommendations for research - Part 3,NG246,What are the adverse events associated with different dietary approaches for weight management in overweight and obese adults?
NG246_Recommendations for research: Other recommendations for research - Part 4,NG246,What are the long-term effects of very-low-calorie diets on weight maintenance and quality of life in people with a BMI of 40 or higher?
NG246_Recommendations for research: Other recommendations for research - Part 5,NG246,How can I effectively communicate the results of the National Child Measurement Programme to families without causing distress?
